"bill_id","govtrack_id","sponsor_title"
hr5896-94,404297,Rep
hr4877-111,412308,Rep
s2224-96,405252,Sen
s1861-96,410421,Sen
hconres543-95,411025,Rep
hres302-109,400322,Rep
hr14427-94,405646,Rep
hr4396-107,400291,Rep
hr2208-103,401854,Rep
s1311-109,300082,Sen
s3676-109,300048,Sen
s3036-94,410421,Sen
hr5085-107,400058,Rep
hr1003-103,400370,Rep
hr1821-117,412463,Rep.
hr5503-107,400431,Rep
hr9203-95,411025,Rep
hr878-104,406799,Rep
sres3-113,300082,Sen
s2041-109,300082,Sen
s850-109,300045,Sen
hr5178-106,400015,Rep
hr5796-95,400333,Rep
s2042-102,401391,Sen
hr2036-102,401854,Rep
s1570-102,300048,Sen
s486-97,401391,Sen
s3806-109,300091,Sen
hr4926-100,402114,Rep
hr2223-95,410821,Rep
s156-112,300061,Sen
hr5303-99,400191,Rep
sres437-110,300037,Sen
s1349-112,412320,Sen
hr1079-97,405496,Rep
hr4746-117,412775,Rep.
hres1004-94,411479,Rep
hr13054-95,405646,Rep
hr5206-100,406740,Rep
hr4960-94,400333,Rep
s1728-96,401391,Sen
hres530-111,412274,Rep
s2609-106,300029,Sen
s97-111,400418,Sen
hr1282-98,300031,Rep
s1091-116,300048,Sen
s1171-106,400558,Sen
s327-109,300085,Sen
hr76-117,412712,Rep.
s2403-105,300085,Sen
s1116-102,406188,Sen
sres189-110,300082,Sen
sres21-106,300045,Sen
hjres73-105,400333,Rep
hr3560-104,400333,Rep
s1712-104,300037,Sen
s1891-109,300075,Sen
hr5189-94,411296,Rep
hjres368-103,405855,Rep
hr4681-110,400291,Rep
hr158-106,400587,Rep
s2527-117,456798,Sen.
hr506-114,400291,Rep.
s2258-112,300091,Sen
hr2170-106,400333,Rep
hr1071-97,405496,Rep
sres142-103,400558,Sen
hr6255-93,407485,Rep
hr5898-94,410821,Rep
hr14647-94,300048,Rep
hr1417-102,400043,Rep
s3367-94,407481,Sen
hr4850-113,412549,Rep
s851-105,300037,Sen
hr1562-110,400333,Rep
hr6083-94,404365,Rep
hr3072-106,400374,Rep
hr8378-96,411025,Rep
s85-116,300048,Sen
s630-113,300075,Sen
s1669-99,401709,Sen
s2713-113,300075,Sen
hres766-117,456808,Rep.
hr973-108,400058,Rep
s1401-104,300007,Sen
hconres553-93,410142,Rep
s560-108,300029,Sen
hres405-102,400191,Rep
hr4350-112,412441,Rep
hr3036-106,400374,Rep
s1266-94,405721,Sen
sres479-110,300075,Sen
hr5181-103,400012,Rep
s1736-103,300031,Sen
hconres283-111,412234,Rep
hr4553-110,412231,Rep
s3762-111,300082,Sen
s872-93,405721,Sen
s2777-111,300091,Sen
hr12358-94,403178,Rep
s3542-111,300075,Sen
s853-102,300031,Sen
hr2490-95,400333,Rep
hr4621-95,404297,Rep
s3550-95,401391,Sen
s391-117,300048,Sen.
hr1714-101,411025,Rep
s3568-93,401391,Sen
hr2863-94,401322,Rep
s1460-103,407992,Sen
s1667-105,300048,Sen
hjres196-99,400504,Rep
hr16213-93,402160,Rep
hr2469-108,400400,Rep
hr5873-97,407783,Rep
hr4245-105,400368,Rep
hr3669-100,406740,Rep
hr8843-116,400316,Rep
s3328-94,410421,Sen
hr3535-112,412308,Rep
s157-103,300031,Sen
hr2194-100,402454,Rep
hr1710-103,400374,Rep
hjres678-95,300057,Rep
s1058-109,300085,Sen
sres183-107,300082,Sen
sconres132-102,406188,Sen
s3083-107,300045,Sen
s2053-107,300045,Sen
s82-111,400418,Sen
hr3854-101,402454,Rep
hr4660-106,400174,Rep
hr5828-111,400043,Rep
hr499-110,400191,Rep
s2599-109,400418,Sen
s2167-98,300048,Sen
hr6003-93,411682,Rep
s341-112,412384,Sen
hres537-107,400370,Rep
hr2253-108,400322,Rep
hr2937-110,400291,Rep
sconres119-105,300045,Sen
hr1798-101,300091,Rep
hr5292-115,412695,Rep
hr1087-97,405496,Rep
s1173-108,300048,Sen
hres237-101,300037,Rep
hr14954-94,404880,Rep
s1348-109,300061,Sen
hr11867-95,400333,Rep
hr7153-94,401238,Rep
hr2075-100,300091,Rep
hr1445-102,300037,Rep
s1250-110,300091,Sen
hr1988-100,400174,Rep
s3185-101,400561,Sen
s235-107,300071,Sen
s617-116,300048,Sen
hr493-114,412472,Rep.
hr4110-110,412219,Rep
s1900-93,405969,Sen
s1884-104,300159,Sen
s2346-102,406188,Sen
hr4893-109,400322,Rep
hr1330-95,410186,Rep
s1443-93,404343,Sen
hr2488-101,300091,Rep
hr14264-94,400680,Rep
s3216-114,300048,Sen.
s75-112,300061,Sen
hr637-110,400443,Rep
s1996-106,300057,Sen
hr3221-101,400333,Rep
hr575-106,400012,Rep
s2032-95,405252,Sen
hr5579-94,404365,Rep
hjres761-94,401540,Rep
hr3044-100,300037,Rep
hconres123-99,400333,Rep
hres436-111,412308,Rep
hr3182-108,400058,Rep
sconres114-96,410421,Sen
hr821-112,412411,Rep
s426-101,401391,Sen
s776-106,300048,Sen
hr3272-101,405646,Rep
hr1638-99,402100,Rep
hr1459-101,400898,Rep
s1057-108,300071,Sen
hr1135-99,400333,Rep
hr815-97,400191,Rep
hr6140-117,456802,Rep.
hconres37-107,400370,Rep
hr8621-93,400680,Rep
hr4150-104,400174,Rep
s862-109,300085,Sen
hconres326-102,400082,Rep
s3085-106,300057,Sen
hr5314-110,400370,Rep
hjres340-103,400398,Rep
hr9796-93,401322,Rep
sres124-96,405252,Sen
hr14418-93,400680,Rep
hr3844-106,400322,Rep
s663-105,400561,Sen
sjres209-94,401391,Sen
s4333-116,300075,Sen
sres419-109,300045,Sen
s3281-112,300091,Sen
hr17417-93,405646,Rep
hr863-102,405646,Rep
s916-102,300031,Sen
hr5349-108,400400,Rep
s277-108,300007,Sen
hr1023-99,400043,Rep
hr13211-93,411296,Rep
hr1785-110,400128,Rep
s1027-110,300061,Sen
s972-93,405969,Sen
s2246-103,300037,Sen
s1920-108,300048,Sen
s1169-106,300071,Sen
hr1047-104,400174,Rep
hr1819-93,407756,Rep
s1125-106,300071,Sen
s3019-116,412549,Sen
s1150-116,412549,Sen
sres317-107,300031,Sen
s827-95,405969,Sen
hr5201-117,412713,Rep.
s2586-105,300061,Sen
hr1823-116,412463,Rep
hr945-112,400158,Rep
s3528-111,300091,Sen
hconres48-99,300082,Rep
hr800-116,400271,Rep
hr11547-95,410969,Rep
s1519-116,300048,Sen
s747-95,405969,Sen
hr4253-98,300037,Rep
hres140-94,410186,Rep
s1003-108,300029,Sen
hr1623-114,400158,Rep.
s84-115,300071,Sen
hr4400-107,400291,Rep
s1935-104,401709,Sen
s418-99,300048,Sen
hr1974-95,411025,Rep
hr168-94,400680,Rep
hr6851-96,403178,Rep
s639-105,300091,Sen
hr6897-95,404880,Rep
hr7051-97,411296,Rep
hr1016-105,400174,Rep
s2788-109,300007,Sen
sres205-110,300075,Sen
s1562-99,300048,Sen
hr10251-94,411479,Rep
s1657-107,300091,Sen
hr4550-111,412254,Rep
s1949-107,300045,Sen
hconres351-97,405646,Rep
hr162-96,401819,Rep
hr3043-100,300037,Rep
s2706-106,300085,Sen
hr1438-112,400333,Rep
sres4-110,300082,Sen
sres212-116,300075,Sen
s1265-106,400558,Sen
hr527-101,403695,Rep
s1427-108,300007,Sen
hr2944-110,400370,Rep
hr12883-95,410186,Rep
s1336-110,300091,Sen
sjres20-117,412549,Sen.
s3658-109,300048,Sen
hr12485-94,410142,Rep
hres227-96,411025,Rep
s485-109,300029,Sen
hr2812-101,406740,Rep
s591-100,401391,Sen
hr4838-114,412650,Rep.
hr4194-100,300029,Rep
s1452-117,300048,Sen.
hr4772-105,400587,Rep
hr3677-102,300091,Rep
sres42-94,406918,Sen
hr5741-109,400333,Rep
s3420-94,406918,Sen
hr5168-107,400398,Rep
hjres638-94,402160,Rep
hr2428-108,400181,Rep
hr10342-93,411025,Rep
hr8118-95,409575,Rep
s2376-96,405252,Sen
hr5134-111,412254,Rep
hr2871-105,400015,Rep
hconres319-93,404297,Rep
hr1639-110,412234,Rep
hr1320-110,400350,Rep
sres339-106,300082,Sen
sjres122-99,401709,Sen
hr4546-109,400368,Rep
hr4843-108,400012,Rep
s1454-98,401391,Sen
s2925-108,300085,Sen
s2223-108,300031,Sen
s1020-106,300048,Sen
s1139-106,300082,Sen
hr610-107,400350,Rep
s1303-100,300071,Sen
s3185-114,300075,Sen.
hr5666-97,300031,Rep
s1280-109,300091,Sen
s2669-99,401709,Sen
s318-111,300048,Sen
s1435-103,401709,Sen
hres561-115,412308,Rep
s1208-116,300048,Sen
s2483-106,300091,Sen
hr2268-101,300037,Rep
hr10061-95,410186,Rep
s3399-111,300091,Sen
hr7220-110,400333,Rep
s1074-93,405969,Sen
hres559-102,300037,Rep
hr4670-107,400226,Rep
hr5014-103,406799,Rep
sres99-95,406918,Sen
hres1070-109,400191,Rep
s612-112,300091,Sen
hr195-105,400188,Rep
s1293-102,400561,Sen
s2093-98,300048,Sen
hr3134-99,300029,Rep
hr4320-94,408745,Rep
s2093-109,300071,Sen
hr1447-104,400291,Rep
s3221-111,300061,Sen
hr5832-101,300037,Rep
hr9963-95,402160,Rep
s642-109,300045,Sen
hr8198-116,412541,Rep
hr4410-111,400316,Rep
s458-111,300048,Sen
hr3802-98,300037,Rep
hres578-111,412308,Rep
s1587-95,410421,Sen
hr2037-111,400443,Rep
hr6623-93,401730,Rep
hjres90-115,412219,Rep
s89-110,400418,Sen
s2406-114,300071,Sen.
s1351-115,300048,Sen
hr150-97,401819,Rep
s829-109,300048,Sen
hr5124-110,400191,Rep
s1377-102,300082,Sen
s1439-109,300071,Sen
hr3571-117,412775,Rep.
hr2274-93,403260,Rep
hr4041-102,300091,Rep
hr5482-115,412713,Rep
hr2832-112,400058,Rep
s3200-106,400561,Sen
s328-103,401709,Sen
s600-111,300007,Sen
hr3825-117,412730,Rep.
hres1268-94,408065,Rep
s2989-106,300071,Sen
sres169-112,300082,Sen
s259-112,400418,Sen
hr3008-104,400083,Rep
sres4-109,300045,Sen
hr297-105,400370,Rep
hr6015-112,400647,Rep
hr4872-96,411025,Rep
hr3998-117,412623,Rep.
hr1713-115,412650,Rep
hr898-112,400082,Rep
hr5115-112,412429,Rep
hres926-93,410812,Rep
sres274-109,300045,Sen
s2440-114,412549,Sen.
s6-107,300031,Sen
s552-101,401709,Sen
hres8-93,405303,Rep
hr6249-95,410821,Rep
s3103-111,300091,Sen
sjres120-101,401709,Sen
hr6211-109,400443,Rep
hr4930-102,400226,Rep
hconres351-102,300085,Rep
hr6203-117,412713,Rep.
s1127-95,401391,Sen
hr433-116,412712,Rep
s1053-108,300091,Sen
s1080-98,300048,Sen
s1655-104,300091,Sen
s1093-110,300037,Sen
hr1339-109,400121,Rep
s198-107,300029,Sen
sconres126-107,300082,Sen
hr5155-110,412219,Rep
hres404-104,400511,Rep
hr929-110,400082,Rep
hr2418-116,400291,Rep
hjres294-93,400333,Rep
s1002-109,300048,Sen
s1514-107,300057,Sen
s975-115,412549,Sen
hr1521-114,412640,Rep.
hres221-107,400507,Rep
hr1216-104,400571,Rep
hr4526-95,410142,Rep
hconres267-109,400322,Rep
sres375-109,300045,Sen
hconres78-103,300091,Rep
sconres64-108,300074,Sen
hres146-98,403695,Rep
sres689-111,300037,Sen
hr1512-108,400058,Rep
s905-100,300048,Sen
hr4987-98,400374,Rep
s2287-94,407481,Sen
s2616-116,300075,Sen
s427-109,300057,Sen
hr5344-108,400384,Rep
hr2685-95,403260,Rep
hr5788-113,412429,Rep
sres455-108,300075,Sen
s2352-95,406918,Sen
s2418-96,401391,Sen
hr5134-103,300085,Rep
hr4041-99,400571,Rep
hconres330-107,400418,Rep
sres141-107,300031,Sen
hr3090-94,400680,Rep
hr2306-105,400587,Rep
s1346-96,410421,Sen
hr1476-108,400174,Rep
hr6478-97,300029,Rep
s740-102,300048,Sen
s1825-114,300082,Sen.
hres592-105,400504,Rep
hr530-101,403695,Rep
hjres89-97,401274,Rep
hr2896-99,300031,Rep
hr11752-94,405646,Rep
hr13427-95,411025,Rep
s2461-109,300085,Sen
hr3125-100,400174,Rep
s1571-95,407481,Sen
sjres285-99,300048,Sen
hr1950-98,400333,Rep
hr3169-97,300037,Rep
hr9489-94,411479,Rep
hr11851-93,411025,Rep
hr9545-93,404297,Rep
hr1269-98,300091,Rep
s3320-110,300037,Sen
hr2682-106,400374,Rep
hr2217-115,412308,Rep
hr3185-94,411025,Rep
hr1820-108,400418,Rep
hr7840-93,400333,Rep
s2534-97,410894,Sen
hres296-103,300085,Rep
hjres368-93,401034,Rep
s3781-109,400418,Sen
s1304-104,300071,Sen
s2659-106,400558,Sen
s299-113,400418,Sen
hr3647-100,403695,Rep
hr5707-112,400647,Rep
sres373-112,300071,Sen
hr2495-95,400333,Rep
sres401-115,412549,Sen
hr540-104,400333,Rep
s650-110,300082,Sen
hr994-104,402454,Rep
hr8196-93,411479,Rep
s2408-117,412549,Sen.
s3971-109,300085,Sen
hr1238-107,400188,Rep
s1807-108,300071,Sen
hr194-103,400174,Rep
s1440-107,300029,Sen
s321-106,300029,Sen
s1174-106,300082,Sen
hr4521-106,400587,Rep
s104-107,300091,Sen
hr11550-95,300057,Rep
hr4659-117,456827,Rep.
s33-99,406918,Sen
hr2662-108,400058,Rep
hr3189-98,300091,Rep
hr3996-110,400333,Rep
hres343-111,400655,Rep
s1003-109,300071,Sen
hr11589-95,410186,Rep
hjres98-113,412472,Rep
hr4301-109,400443,Rep
s2524-94,407481,Sen
sconres105-108,300048,Sen
s869-105,300057,Sen
hr10737-93,400680,Rep
hr9920-93,401322,Rep
hjres66-93,402418,Rep
s1511-103,300037,Sen
hconres62-108,400333,Rep
hr2615-96,403178,Rep
hr4271-110,400368,Rep
s603-111,300048,Sen
hr1841-102,400898,Rep
hr5104-103,400511,Rep
hr586-96,407783,Rep
hr5497-115,400316,Rep
hr5508-110,400333,Rep
s3285-95,410894,Sen
hr370-96,404880,Rep
s4696-116,300075,Sen
hres357-115,412472,Rep
hconres355-94,400333,Rep
s2594-107,300082,Sen
hr15261-93,410812,Rep
hjres99-107,400382,Rep
hconres497-107,400507,Rep
hr2432-103,400058,Rep
s466-103,300031,Sen
hr4733-109,400333,Rep
hr2559-104,400382,Rep
hr2625-93,411479,Rep
hr7930-93,411296,Rep
hr6963-116,412775,Rep
hr9776-93,400680,Rep
hr5407-107,400410,Rep
hr4930-103,300091,Rep
hr9355-93,407783,Rep
s2176-103,300048,Sen
hr4701-116,412730,Rep
s3188-114,300048,Sen.
hr13682-94,400680,Rep
hr499-113,412308,Rep
hr9156-95,401540,Rep
s2752-109,300048,Sen
s1859-110,300061,Sen
s2960-107,300048,Sen
hr7823-94,409572,Rep
s142-97,401391,Sen
hres281-111,412308,Rep
hr11774-95,411025,Rep
s1284-110,300037,Sen
hr15188-94,410186,Rep
hr397-116,400291,Rep
hr1284-99,411025,Rep
hres66-100,300057,Rep
hr10829-94,404297,Rep
hr4268-106,400504,Rep
s2661-99,300048,Sen
hr1666-114,400158,Rep.
sres103-111,300082,Sen
sres298-111,300082,Sen
hr4718-106,400382,Rep
hr4186-100,410010,Rep
hjres300-95,400333,Rep
s3517-110,300091,Sen
s481-111,300091,Sen
hres953-114,412521,Rep.
sjres251-102,406188,Sen
s1376-108,300082,Sen
hr4288-111,400443,Rep
s1043-105,300082,Sen
s1621-102,300061,Sen
sconres5-113,300071,Sen
hr2817-109,400291,Rep
sres167-116,412549,Sen
s3785-109,300091,Sen
hr5724-93,408065,Rep
s1798-103,401709,Sen
s2042-95,405969,Sen
hr2821-109,400291,Rep
hr966-96,401819,Rep
hr4257-101,403695,Rep
sres159-103,400558,Sen
hr4959-94,400333,Rep
sres584-109,300045,Sen
hr1818-107,400316,Rep
s2818-109,300061,Sen
hr148-97,401819,Rep
hr13516-93,408745,Rep
s3261-93,410894,Sen
sres319-108,300045,Sen
hr6262-94,403178,Rep
hr3793-96,300057,Rep
hr7224-115,412695,Rep
s2819-107,300057,Sen
s3549-95,401391,Sen
hr4269-113,412308,Rep
hr3603-107,400418,Rep
hr6183-117,412463,Rep.
hr4122-96,400333,Rep
hr5450-98,300037,Rep
s2840-94,405969,Sen
hconres29-110,400333,Rep
hres846-116,400350,Rep
hr3508-107,400002,Rep
hr3980-97,400333,Rep
hr2393-114,400655,Rep.
hr9848-94,409575,Rep
hconres232-100,400012,Rep
hconres17-117,412819,Rep.
hr10699-95,300057,Rep
s1731-105,300091,Sen
hr5347-109,400370,Rep
hr1453-96,400333,Rep
s240-110,300029,Sen
hr1036-111,400443,Rep
s199-105,300071,Sen
hres684-114,400271,Rep.
s2649-106,400558,Sen
hr6058-95,401274,Rep
hr4285-104,400083,Rep
s2453-115,300048,Sen
s2531-112,300061,Sen
s2992-109,300085,Sen
s2660-106,400558,Sen
hr4766-112,400291,Rep
hr5919-94,405303,Rep
sres102-112,300071,Sen
hconres67-108,400333,Rep
s742-106,300048,Sen
s2914-110,400418,Sen
sconres12-108,300085,Sen
hr4576-102,400188,Rep
hr1515-110,400082,Rep
s2357-113,300075,Sen
hr5597-99,300037,Rep
hr1047-115,412623,Rep
s2261-102,300031,Sen
hr580-96,407783,Rep
sres431-96,406918,Sen
s1533-115,300048,Sen
s1155-105,400561,Sen
hr11654-93,411682,Rep
s2762-94,405721,Sen
sres221-111,300082,Sen
hjres449-94,401540,Rep
hres319-95,404297,Rep
s2181-107,300071,Sen
s462-93,401391,Sen
s2306-110,300037,Sen
sres208-111,300082,Sen
s1028-110,300061,Sen
hconres626-93,410142,Rep
s409-99,401709,Sen
hr13540-94,401273,Rep
s64-113,400418,Sen
hr4830-111,412308,Rep
s319-97,401391,Sen
hr6646-97,400571,Rep
sjres119-95,405969,Sen
hr13412-94,411025,Rep
hr292-100,406740,Rep
s1770-104,300085,Sen
sres562-111,300048,Sen
hr3990-113,412219,Rep
hr1849-102,400015,Rep
hconres59-101,400226,Rep
s1533-106,400561,Sen
s3445-109,300082,Sen
s952-95,401391,Sen
hr3330-111,412274,Rep
hr12500-94,404297,Rep
hr2355-106,400370,Rep
hr2634-103,400382,Rep
hr574-113,400647,Rep
s2223-100,401391,Sen
hres974-115,400271,Rep
hr1754-93,404297,Rep
s735-109,400418,Sen
sres279-115,300071,Sen
s58-97,405252,Sen
hr5232-111,412289,Rep
s2132-104,407992,Sen
hr1080-97,405496,Rep
hr4915-107,400002,Rep
hr2965-115,412411,Rep
sres292-112,300048,Sen
s165-107,300037,Sen
s502-93,401391,Sen
hr6327-98,300091,Rep
hr879-108,400058,Rep
sres361-100,401391,Sen
hr17095-93,404297,Rep
s1097-101,401709,Sen
hr706-109,400174,Rep
hr466-110,400368,Rep
hr10884-94,411025,Rep
hr5694-113,412411,Rep
hr3664-111,400647,Rep
s3003-108,300082,Sen
hr5901-95,411479,Rep
hres1060-109,400655,Rep
hr376-96,404880,Rep
hr3035-117,456808,Rep.
s1322-106,300031,Sen
sconres1-109,300045,Sen
hr13680-95,400504,Rep
sres3-108,300045,Sen
hjres1076-93,405962,Rep
s3022-111,300071,Sen
hr4367-96,401274,Rep
hr6507-97,300031,Rep
hr329-110,400043,Rep
hr2877-105,400015,Rep
hr7815-95,401819,Rep
hr1284-117,412712,Rep.
sres530-110,300037,Sen
hr6018-110,412254,Rep
hr3505-97,411025,Rep
hr2442-105,400511,Rep
hr1089-97,405496,Rep
hr3865-106,400322,Rep
hconres95-101,300091,Rep
s1185-105,300048,Sen
hr164-96,401819,Rep
hr6243-97,410010,Rep
hr4449-103,400316,Rep
hr2337-117,400291,Rep.
s3215-109,300029,Sen
hr2148-104,400421,Rep
hr5863-111,412308,Rep
hr5763-113,412549,Rep
hr995-106,400121,Rep
hr1444-96,400333,Rep
s1500-94,405969,Sen
s3677-110,300091,Sen
hr1383-115,412713,Rep
s2733-113,300071,Sen
s2024-104,300091,Sen
hr10738-93,400680,Rep
sres277-96,405969,Sen
s1459-94,401391,Sen
s2195-96,410894,Sen
s790-109,300085,Sen
s2082-104,300037,Sen
hr4640-112,412231,Rep
hr5052-113,412549,Rep
hjres4-109,400121,Rep
hr16743-93,405752,Rep
hr12210-95,410186,Rep
sres115-97,405252,Sen
hr3341-117,400158,Rep.
hr5623-114,412630,Rep.
s19-107,300031,Sen
hr4879-93,411025,Rep
s3946-109,300045,Sen
s1028-107,300031,Sen
hr1555-104,400571,Rep
hr1882-104,400316,Rep
s1224-96,401391,Sen
s2797-94,401391,Sen
s1104-114,412549,Sen.
s627-107,300048,Sen
hr5160-111,400333,Rep
hr3206-106,400382,Rep
hr3906-116,412730,Rep
s643-106,300071,Sen
sconres104-105,407992,Sen
hr68-107,400121,Rep
s1510-106,300071,Sen
hr8156-94,411479,Rep
hr5099-110,400158,Rep
hr9953-94,411025,Rep
hr7584-94,404297,Rep
hjres208-94,401322,Rep
hr1968-110,400384,Rep
hr8140-93,407485,Rep
hr4372-106,400333,Rep
hr853-104,400511,Rep
hr3897-105,400350,Rep
s3604-112,300061,Sen
hjres44-104,400504,Rep
hr2570-101,411025,Rep
hr6268-112,400647,Rep
hr3337-102,400012,Rep
hres12-114,400158,Rep.
s365-105,400558,Sen
s791-105,300031,Sen
hr5777-97,410142,Rep
hr4163-106,400188,Rep
s83-111,400418,Sen
s2710-101,300031,Sen
sres405-116,300048,Sen
hr9615-95,401819,Rep
hres384-108,400384,Rep
s2222-105,300048,Sen
hr15256-94,402160,Rep
s1949-110,300082,Sen
hres141-109,400191,Rep
hr3455-100,403695,Rep
hr4640-105,400382,Rep
hr7859-94,401238,Rep
hr16553-93,405646,Rep
hr3261-106,400571,Rep
s1270-109,300091,Sen
hr3387-99,400504,Rep
hr8110-93,401730,Rep
hr4985-106,400226,Rep
hr3959-102,300037,Rep
hr11064-94,401034,Rep
s824-111,300091,Sen
hr6240-95,401819,Rep
hconres623-95,402160,Rep
s2039-93,410894,Sen
s830-97,300048,Sen
s930-109,300048,Sen
hconres429-109,400271,Rep
hr265-97,404880,Rep
hr4800-109,400384,Rep
hr3419-96,401273,Rep
s2478-93,401391,Sen
hr337-107,400121,Rep
s1052-107,300071,Sen
s2128-98,406918,Sen
hr5789-94,411025,Rep
s2627-102,300159,Sen
hr5930-98,300057,Rep
hr2244-106,400191,Rep
hr3046-104,400012,Rep
hr3631-116,412695,Rep
s1923-103,300082,Sen
s1725-106,300057,Sen
hres1296-93,408065,Rep
hr1254-104,400333,Rep
hr13982-95,300048,Rep
hr6339-116,412775,Rep
s19-108,300031,Sen
s1165-105,300048,Sen
hjres65-104,410821,Rep
hr6619-95,401273,Rep
s3272-94,401391,Sen
hr2008-93,404297,Rep
hr4863-95,410821,Rep
hr5789-112,412308,Rep
hr2165-108,400083,Rep
hr178-94,400680,Rep
sres53-114,300071,Sen.
hr5409-115,412195,Rep
s3265-102,300029,Sen
hr1086-97,405496,Rep
hr1138-102,400191,Rep
hjres16-117,400271,Rep.
sjres124-102,401709,Sen
s268-105,300071,Sen
hconres77-115,412730,Rep
s4370-116,300048,Sen
s2858-107,300091,Sen
s1152-106,300091,Sen
hjres569-99,405855,Rep
hres471-115,412730,Rep
s2452-102,300071,Sen
hr4583-114,400350,Rep.
hr1934-104,400594,Rep
hr2716-116,412819,Rep
hr5224-111,412254,Rep
hr10859-95,410821,Rep
hr8697-94,401274,Rep
hr2391-104,400015,Rep
hconres193-110,412234,Rep
hr3328-100,406740,Rep
hr3997-107,400002,Rep
hr795-106,400587,Rep
hr3179-93,411025,Rep
s3410-114,300071,Sen.
s1263-112,300061,Sen
s551-112,300071,Sen
s3324-112,412384,Sen
sres608-115,300075,Sen
hr8582-116,412775,Rep
hr5143-102,407564,Rep
hr1297-104,400370,Rep
hr2644-114,412640,Rep.
s155-112,300061,Sen
s2088-104,300061,Sen
hr11101-93,400680,Rep
hr1224-98,411353,Rep
s742-104,300031,Sen
hr385-108,400368,Rep
hr8176-116,400271,Rep
hr865-106,400188,Rep
s95-104,400558,Sen
s668-106,300085,Sen
s711-108,300071,Sen
s987-103,300031,Sen
hr9771-93,409575,Rep
hr3305-104,400174,Rep
hr11230-95,400333,Rep
hr7745-94,410186,Rep
hres814-117,456819,Rep.
hres78-98,300091,Rep
hr2229-109,400191,Rep
sres222-107,300031,Sen
s1417-106,300048,Sen
s800-111,300091,Sen
s301-105,300071,Sen
hr8478-94,409572,Rep
hr5049-112,412472,Rep
hconres412-108,400431,Rep
hr4091-107,400384,Rep
s2657-101,401709,Sen
hr9769-94,411479,Rep
hr2762-108,400322,Rep
hr7063-95,411479,Rep
s778-116,300075,Sen
s2564-106,300091,Sen
sres282-112,300082,Sen
hr5793-96,401273,Rep
s746-93,405969,Sen
hr1874-106,400507,Rep
hres547-106,400291,Rep
hr5417-102,407564,Rep
hr6629-110,412219,Rep
hr6191-114,412411,Rep.
hr1160-111,400271,Rep
hr811-100,410010,Rep
s76-95,410421,Sen
hr6955-94,402160,Rep
hr2667-94,404297,Rep
s342-93,405721,Sen
s2073-112,300075,Sen
hr3081-106,400594,Rep
hr1070-106,400594,Rep
s2770-108,300031,Sen
s1407-103,407992,Sen
hr3132-113,400400,Rep
sres165-110,300082,Sen
s4182-116,300048,Sen
s3421-111,300048,Sen
s3014-102,401709,Sen
s1898-106,300037,Sen
s2245-108,300031,Sen
hr8517-94,400680,Rep
hr385-96,404880,Rep
s1121-112,300061,Sen
s840-106,300048,Sen
hr5750-93,411025,Rep
hr880-101,300029,Rep
hr3288-95,409572,Rep
s1507-97,406188,Sen
hr12770-93,400680,Rep
s96-112,400418,Sen
hr5180-96,411025,Rep
hr6710-95,410186,Rep
hr1180-106,400594,Rep
s1385-100,401391,Sen
s3039-94,401391,Sen
s1654-101,406188,Sen
hr4664-107,400382,Rep
hres608-100,403695,Rep
hres774-114,412308,Rep.
hr2679-106,400374,Rep
hr14551-93,404297,Rep
hr4635-110,400158,Rep
s9-111,300082,Sen
hr797-114,400271,Rep.
s872-109,300037,Sen
hr5595-110,412234,Rep
s2251-105,300085,Sen
hr6518-112,412429,Rep
s493-109,300048,Sen
s119-115,300048,Sen
hr3212-103,400174,Rep
hr2386-105,400191,Rep
s512-109,300085,Sen
s145-104,300159,Sen
s750-108,300071,Sen
s1765-96,401391,Sen
hr3548-112,400400,Rep
hres289-94,408065,Rep
hr1112-107,400181,Rep
s1376-96,406918,Sen
hr2046-108,400333,Rep
s1758-109,300071,Sen
sres267-105,300045,Sen
hr4157-108,400291,Rep
s2434-93,401391,Sen
hres1348-110,400647,Rep
hconres11-96,404880,Rep
hr5099-109,400316,Rep
sjres73-99,300048,Sen
s117-111,300061,Sen
s2524-117,300075,Sen.
hr616-114,412308,Rep.
hr2640-109,400350,Rep
hr4535-102,400174,Rep
hr5128-112,412429,Rep
s1504-110,300091,Sen
hr4178-113,412308,Rep
hr5821-98,412007,Rep
hr6428-96,300031,Rep
hr13933-93,404365,Rep
s596-105,300061,Sen
hr3182-107,400518,Rep
sres12-102,401709,Sen
s1462-106,300057,Sen
s2732-106,300159,Sen
hr9966-95,402160,Rep
hr4219-107,400015,Rep
sres310-106,300091,Sen
s176-109,300075,Sen
s241-107,300082,Sen
hjres687-95,402160,Rep
s60-114,400418,Sen.
hr2982-96,411296,Rep
s1652-100,401391,Sen
s1295-95,410894,Sen
hr7435-95,410142,Rep
s3430-115,412549,Sen
s4127-93,405969,Sen
s1113-109,300048,Sen
hr6171-95,411025,Rep
s1564-104,300029,Sen
sres191-96,401709,Sen
hr5223-100,407960,Rep
hr2171-112,412419,Rep
s1567-106,400558,Sen
s667-102,300071,Sen
hr4093-94,400333,Rep
hconres426-97,406740,Rep
hr7817-116,412472,Rep
s740-105,300031,Sen
hr4664-103,405855,Rep
s1261-108,300071,Sen
s594-103,300048,Sen
hr13573-93,400333,Rep
hr2882-101,400191,Rep
hr12177-94,402160,Rep
